1,0,23,0
2,1,22,0
3,1,29,0
4,0,25,0
5,1,27,0
6,0,27,0
7,1,28,0
8,1,30,0
9,1,32,0
10,1,33,0
11,1,34,0
12,1,168,0
13,1,38,0
14,1,41,0
15,1,42,0
16,1,42,0
17,1,44,0
18,1,46,0
19,2,48,0
20,2,49,0
21,2,55,0
22,2,53,0
23,2,53,0
24,2,54,0
25,3,56,0
26,2,57,0
27,2,59,0
28,3,61,0
29,2,62,0
30,3,65,0
31,3,65,0
32,3,67,0
33,3,69,0
34,4,70,0
35,4,71,0
36,4,74,0
37,4,74,0
38,4,84,0
39,4,78,0
40,4,79,0
41,5,81,0
42,5,85,0
43,5,83,0
44,6,85,0
45,10,86,0
46,6,88,0
47,6,89,0
48,6,91,0
49,6,114,0
50,6,93,0
51,7,95,0
52,7,97,0
53,7,98,0
54,7,99,0
55,8,101,0
56,8,103,0
57,9,104,0
58,9,108,0
59,9,107,0
60,9,109,0
61,10,110,0
62,10,112,0
63,10,114,0
64,10,115,0
65,11,118,0
66,11,117,0
67,11,119,0
68,21,120,0
69,12,122,0
70,12,123,0
71,12,125,0
72,13,126,0
73,13,128,0
74,14,129,0
75,13,130,0
76,14,145,0
77,14,156,0
78,14,136,0
79,15,136,0
80,15,139,0
81,16,140,0
82,16,141,0
83,28,142,0
84,17,147,0
85,18,150,0
86,18,147,0
87,18,148,0
88,22,149,0
89,19,151,0
90,20,153,0
91,20,153,0
92,35,156,0
93,21,158,0
94,21,159,0
95,22,164,0
96,23,162,0
97,23,163,0
98,23,169,0
99,24,166,0
100,23,168,0
101,25,170,0
102,25,171,0
103,25,173,0
104,31,175,0
105,26,178,0
106,27,177,0
107,27,179,0
108,27,180,0
109,30,183,0
110,28,183,0
111,29,185,0
112,31,187,0
113,30,194,0
114,31,192,0
115,31,192,0
116,32,193,0
117,33,196,0
118,33,195,0
119,33,196,0
120,33,200,0
121,36,200,0
122,38,207,0
123,39,205,0
124,37,205,0
125,38,207,0
126,38,208,0
127,41,209,0
128,40,212,0
129,41,214,0
130,42,214,0
131,42,217,0
132,42,216,0
133,45,218,0
134,44,221,0
135,44,222,0
136,45,224,0
137,44,226,0
138,45,228,0
139,45,228,0
140,46,230,0
141,46,231,0
142,90,233,0
143,47,235,0
144,48,234,0
145,49,238,0
146,51,237,0
147,50,238,0
148,51,246,0
149,54,244,0
150,62,245,0
151,53,246,0
152,54,247,0
153,55,249,0
154,102,251,0
155,59,253,0
156,57,253,0
157,57,256,0
158,58,258,0
159,58,259,0
160,59,259,0
161,61,260,0
162,60,262,0
163,65,262,0
164,62,265,0
165,63,266,0
166,74,269,0
167,108,270,0
168,66,271,0
169,66,272,0
170,67,273,0
171,68,276,0
172,68,279,0
173,70,279,0
174,71,281,0
175,90,283,0
176,72,283,0
177,73,285,0
178,73,288,0
179,74,311,0
180,76,290,0
181,76,293,0
182,77,294,0
183,77,293,0
184,82,294,0
185,79,297,0
186,125,300,0
187,81,304,0
188,82,302,0
189,83,302,0
190,84,305,0
191,84,306,0
192,86,309,0
193,86,312,0
194,87,311,0
195,87,314,0
196,89,315,0
197,89,316,0
198,91,317,0
199,134,317,0
200,146,321,0
201,98,323,0
202,113,323,0
203,95,328,0
204,131,327,0
205,97,328,0
206,98,328,0
207,101,330,0
208,100,333,0
209,101,333,0
210,102,335,0
211,103,336,0
212,109,339,0
213,104,339,0
214,106,339,0
215,112,344,0
216,187,345,0
217,108,346,0
218,110,348,0
219,110,348,0
220,132,350,0
221,112,352,0
222,114,353,0
223,121,354,0
224,216,356,0
225,206,360,0
226,117,359,0
227,119,362,0
228,126,364,0
229,121,366,0
230,122,365,0
231,143,366,0
232,124,369,0
233,125,371,0
234,126,372,0
235,127,373,0
236,194,379,0
237,129,394,0
238,131,377,0
239,132,383,0
240,133,382,0
241,133,382,0
242,148,384,0
243,136,384,0
244,137,390,0
245,138,387,0
246,140,389,0
247,147,392,0
248,141,406,0
249,143,394,0
250,144,398,0
251,145,399,0
252,170,401,0
253,147,403,0
254,149,402,0
255,188,409,0
256,165,407,0
257,152,407,0
258,153,410,0
259,155,406,0
260,156,413,0
261,161,417,0
262,158,415,0
263,159,419,0
264,168,421,0
265,219,417,0
266,163,425,0
267,164,423,0
268,197,422,0
269,166,423,0
270,246,430,0
271,169,433,0
272,170,432,0
273,237,431,0
274,173,432,0
275,174,439,0
276,175,437,0
277,185,437,0
278,186,442,0
279,179,438,0
280,180,442,0
281,181,442,0
282,182,442,0
283,184,445,0
284,194,449,0
285,186,450,0
286,188,450,0
287,189,455,0
288,293,457,0
289,192,454,0
